id,Tournament,Stage,Match Type,Map,Agent,Pick Rate
349,Valorant Champions 2024,Playoffs,Upper Final,Abyss,astra,50%
350,Valorant Champions 2024,Playoffs,Upper Final,Abyss,clove,0%
351,Valorant Champions 2024,Playoffs,Upper Final,Abyss,iso,0%
352,Valorant Champions 2024,Playoffs,Upper Final,Abyss,gekko,0%
353,Valorant Champions 2024,Playoffs,Upper Final,Abyss,deadlock,0%
354,Valorant Champions 2024,Playoffs,Upper Final,Abyss,phoenix,0%
355,Valorant Champions 2024,Playoffs,Upper Final,Abyss,reyna,0%
356,Valorant Champions 2024,Playoffs,Upper Final,Abyss,sage,0%
357,Valorant Champions 2024,Playoffs,Upper Final,Abyss,skye,0%
358,Valorant Champions 2024,Playoffs,Upper Final,Abyss,chamber,0%
359,Valorant Champions 2024,Playoffs,Upper Final,Abyss,brimstone,0%
360,Valorant Champions 2024,Playoffs,Upper Final,Abyss,yoru,0%
361,Valorant Champions 2024,Playoffs,Upper Final,Lotus,omen,100%
362,Valorant Champions 2024,Playoffs,Upper Final,Lotus,sova,0%
363,Valorant Champions 2024,Playoffs,Upper Final,Lotus,jett,0%
364,Valorant Champions 2024,Playoffs,Upper Final,Lotus,kayo,0%
365,Valorant Champions 2024,Playoffs,Upper Final,Lotus,breach,100%
366,Valorant Champions 2024,Playoffs,Upper Final,Lotus,viper,0%
367,Valorant Champions 2024,Playoffs,Upper Final,Lotus,cypher,50%
368,Valorant Champions 2024,Playoffs,Upper Final,Lotus,fade,100%
369,Valorant Champions 2024,Playoffs,Upper Final,Lotus,harbor,0%
370,Valorant Champions 2024,Playoffs,Upper Final,Lotus,killjoy,0%
371,Valorant Champions 2024,Playoffs,Upper Final,Lotus,raze,50%
372,Valorant Champions 2024,Playoffs,Upper Final,Lotus,neon,50%
373,Valorant Champions 2024,Playoffs,Upper Final,Lotus,astra,0%
374,Valorant Champions 2024,Playoffs,Upper Final,Lotus,clove,50%
375,Valorant Champions 2024,Playoffs,Upper Final,Lotus,iso,0%
376,Valorant Champions 2024,Playoffs,Upper Final,Lotus,gekko,0%
377,Valorant Champions 2024,Playoffs,Upper Final,Lotus,deadlock,0%
378,Valorant Champions 2024,Playoffs,Upper Final,Lotus,phoenix,0%
379,Valorant Champions 2024,Playoffs,Upper Final,Lotus,reyna,0%
380,Valorant Champions 2024,Playoffs,Upper Final,Lotus,sage,0%
381,Valorant Champions 2024,Playoffs,Upper Final,Lotus,skye,0%
382,Valorant Champions 2024,Playoffs,Upper Final,Lotus,chamber,0%
383,Valorant Champions 2024,Playoffs,Upper Final,Lotus,brimstone,0%
384,Valorant Champions 2024,Playoffs,Upper Final,Lotus,yoru,0%
385,Valorant Champions 2024,Playoffs,Grand Final,All Maps,omen,70%
386,Valorant Champions 2024,Playoffs,Grand Final,All Maps,sova,60%
387,Valorant Champions 2024,Playoffs,Grand Final,All Maps,cypher,50%
388,Valorant Champions 2024,Playoffs,Grand Final,All Maps,raze,40%
389,Valorant Champions 2024,Playoffs,Grand Final,All Maps,fade,40%
390,Valorant Champions 2024,Playoffs,Grand Final,All Maps,neon,40%
391,Valorant Champions 2024,Playoffs,Grand Final,All Maps,kayo,30%
392,Valorant Champions 2024,Playoffs,Grand Final,All Maps,breach,30%
393,Valorant Champions 2024,Playoffs,Grand Final,All Maps,viper,30%
394,Valorant Champions 2024,Playoffs,Grand Final,All Maps,gekko,30%
395,Valorant Champions 2024,Playoffs,Grand Final,All Maps,astra,20%
396,Valorant Champions 2024,Playoffs,Grand Final,All Maps,jett,20%
397,Valorant Champions 2024,Playoffs,Grand Final,All Maps,brimstone,20%
398,Valorant Champions 2024,Playoffs,Grand Final,All Maps,killjoy,10%
399,Valorant Champions 2024,Playoffs,Grand Final,All Maps,clove,10%
400,Valorant Champions 2024,Playoffs,Grand Final,All Maps,iso,0%
401,Valorant Champions 2024,Playoffs,Grand Final,All Maps,harbor,0%
402,Valorant Champions 2024,Playoffs,Grand Final,All Maps,deadlock,0%
403,Valorant Champions 2024,Playoffs,Grand Final,All Maps,phoenix,0%
404,Valorant Champions 2024,Playoffs,Grand Final,All Maps,reyna,0%
405,Valorant Champions 2024,Playoffs,Grand Final,All Maps,sage,0%
406,Valorant Champions 2024,Playoffs,Grand Final,All Maps,skye,0%
407,Valorant Champions 2024,Playoffs,Grand Final,All Maps,chamber,0%
408,Valorant Champions 2024,Playoffs,Grand Final,All Maps,yoru,0%
409,Valorant Champions 2024,Playoffs,Grand Final,Abyss,omen,50%
410,Valorant Champions 2024,Playoffs,Grand Final,Abyss,sova,100%
411,Valorant Champions 2024,Playoffs,Grand Final,Abyss,cypher,50%
412,Valorant Champions 2024,Playoffs,Grand Final,Abyss,raze,0%
413,Valorant Champions 2024,Playoffs,Grand Final,Abyss,fade,0%
414,Valorant Champions 2024,Playoffs,Grand Final,Abyss,neon,0%
415,Valorant Champions 2024,Playoffs,Grand Final,Abyss,kayo,50%
416,Valorant Champions 2024,Playoffs,Grand Final,Abyss,breach,0%
417,Valorant Champions 2024,Playoffs,Grand Final,Abyss,viper,0%
418,Valorant Champions 2024,Playoffs,Grand Final,Abyss,gekko,50%
419,Valorant Champions 2024,Playoffs,Grand Final,Abyss,astra,100%
420,Valorant Champions 2024,Playoffs,Grand Final,Abyss,jett,100%
421,Valorant Champions 2024,Playoffs,Grand Final,Abyss,brimstone,0%
422,Valorant Champions 2024,Playoffs,Grand Final,Abyss,killjoy,0%
423,Valorant Champions 2024,Playoffs,Grand Final,Abyss,clove,0%
424,Valorant Champions 2024,Playoffs,Grand Final,Abyss,iso,0%
425,Valorant Champions 2024,Playoffs,Grand Final,Abyss,harbor,0%
426,Valorant Champions 2024,Playoffs,Grand Final,Abyss,deadlock,0%
427,Valorant Champions 2024,Playoffs,Grand Final,Abyss,phoenix,0%
428,Valorant Champions 2024,Playoffs,Grand Final,Abyss,reyna,0%
429,Valorant Champions 2024,Playoffs,Grand Final,Abyss,sage,0%
430,Valorant Champions 2024,Playoffs,Grand Final,Abyss,skye,0%
431,Valorant Champions 2024,Playoffs,Grand Final,Abyss,chamber,0%
432,Valorant Champions 2024,Playoffs,Grand Final,Abyss,yoru,0%
433,Valorant Champions 2024,Playoffs,Grand Final,Bind,omen,0%
434,Valorant Champions 2024,Playoffs,Grand Final,Bind,sova,0%
435,Valorant Champions 2024,Playoffs,Grand Final,Bind,cypher,0%
436,Valorant Champions 2024,Playoffs,Grand Final,Bind,raze,100%
437,Valorant Champions 2024,Playoffs,Grand Final,Bind,fade,100%
438,Valorant Champions 2024,Playoffs,Grand Final,Bind,neon,0%
439,Valorant Champions 2024,Playoffs,Grand Final,Bind,kayo,0%
440,Valorant Champions 2024,Playoffs,Grand Final,Bind,breach,0%
441,Valorant Champions 2024,Playoffs,Grand Final,Bind,viper,100%
442,Valorant Champions 2024,Playoffs,Grand Final,Bind,gekko,100%
443,Valorant Champions 2024,Playoffs,Grand Final,Bind,astra,0%
444,Valorant Champions 2024,Playoffs,Grand Final,Bind,jett,0%
445,Valorant Champions 2024,Playoffs,Grand Final,Bind,brimstone,100%
446,Valorant Champions 2024,Playoffs,Grand Final,Bind,killjoy,0%
447,Valorant Champions 2024,Playoffs,Grand Final,Bind,clove,0%
448,Valorant Champions 2024,Playoffs,Grand Final,Bind,iso,0%
449,Valorant Champions 2024,Playoffs,Grand Final,Bind,harbor,0%
450,Valorant Champions 2024,Playoffs,Grand Final,Bind,deadlock,0%
451,Valorant Champions 2024,Playoffs,Grand Final,Bind,phoenix,0%
452,Valorant Champions 2024,Playoffs,Grand Final,Bind,reyna,0%
453,Valorant Champions 2024,Playoffs,Grand Final,Bind,sage,0%
454,Valorant Champions 2024,Playoffs,Grand Final,Bind,skye,0%
455,Valorant Champions 2024,Playoffs,Grand Final,Bind,chamber,0%
456,Valorant Champions 2024,Playoffs,Grand Final,Bind,yoru,0%
457,Valorant Champions 2024,Playoffs,Grand Final,Haven,omen,100%
458,Valorant Champions 2024,Playoffs,Grand Final,Haven,sova,100%
459,Valorant Champions 2024,Playoffs,Grand Final,Haven,cypher,100%
460,Valorant Champions 2024,Playoffs,Grand Final,Haven,raze,0%
461,Valorant Champions 2024,Playoffs,Grand Final,Haven,fade,0%
462,Valorant Champions 2024,Playoffs,Grand Final,Haven,neon,100%
463,Valorant Champions 2024,Playoffs,Grand Final,Haven,kayo,0%
464,Valorant Champions 2024,Playoffs,Grand Final,Haven,breach,100%
465,Valorant Champions 2024,Playoffs,Grand Final,Haven,viper,0%
466,Valorant Champions 2024,Playoffs,Grand Final,Haven,gekko,0%
467,Valorant Champions 2024,Playoffs,Grand Final,Haven,astra,0%
468,Valorant Champions 2024,Playoffs,Grand Final,Haven,jett,0%
469,Valorant Champions 2024,Playoffs,Grand Final,Haven,brimstone,0%
470,Valorant Champions 2024,Playoffs,Grand Final,Haven,killjoy,0%
471,Valorant Champions 2024,Playoffs,Grand Final,Haven,clove,0%
472,Valorant Champions 2024,Playoffs,Grand Final,Haven,iso,0%
473,Valorant Champions 2024,Playoffs,Grand Final,Haven,harbor,0%
474,Valorant Champions 2024,Playoffs,Grand Final,Haven,deadlock,0%
475,Valorant Champions 2024,Playoffs,Grand Final,Haven,phoenix,0%
476,Valorant Champions 2024,Playoffs,Grand Final,Haven,reyna,0%
477,Valorant Champions 2024,Playoffs,Grand Final,Haven,sage,0%
478,Valorant Champions 2024,Playoffs,Grand Final,Haven,skye,0%
479,Valorant Champions 2024,Playoffs,Grand Final,Haven,chamber,0%
480,Valorant Champions 2024,Playoffs,Grand Final,Haven,yoru,0%
481,Valorant Champions 2024,Playoffs,Grand Final,Lotus,omen,100%
482,Valorant Champions 2024,Playoffs,Grand Final,Lotus,sova,0%
483,Valorant Champions 2024,Playoffs,Grand Final,Lotus,cypher,0%
484,Valorant Champions 2024,Playoffs,Grand Final,Lotus,raze,50%
485,Valorant Champions 2024,Playoffs,Grand Final,Lotus,fade,100%
486,Valorant Champions 2024,Playoffs,Grand Final,Lotus,neon,50%
487,Valorant Champions 2024,Playoffs,Grand Final,Lotus,kayo,0%
488,Valorant Champions 2024,Playoffs,Grand Final,Lotus,breach,50%
489,Valorant Champions 2024,Playoffs,Grand Final,Lotus,viper,50%
490,Valorant Champions 2024,Playoffs,Grand Final,Lotus,gekko,0%
491,Valorant Champions 2024,Playoffs,Grand Final,Lotus,astra,0%
492,Valorant Champions 2024,Playoffs,Grand Final,Lotus,jett,0%
493,Valorant Champions 2024,Playoffs,Grand Final,Lotus,brimstone,0%
494,Valorant Champions 2024,Playoffs,Grand Final,Lotus,killjoy,50%
495,Valorant Champions 2024,Playoffs,Grand Final,Lotus,clove,50%
496,Valorant Champions 2024,Playoffs,Grand Final,Lotus,iso,0%
497,Valorant Champions 2024,Playoffs,Grand Final,Lotus,harbor,0%
498,Valorant Champions 2024,Playoffs,Grand Final,Lotus,deadlock,0%
499,Valorant Champions 2024,Playoffs,Grand Final,Lotus,phoenix,0%
500,Valorant Champions 2024,Playoffs,Grand Final,Lotus,reyna,0%
501,Valorant Champions 2024,Playoffs,Grand Final,Lotus,sage,0%
502,Valorant Champions 2024,Playoffs,Grand Final,Lotus,skye,0%
503,Valorant Champions 2024,Playoffs,Grand Final,Lotus,chamber,0%
504,Valorant Champions 2024,Playoffs,Grand Final,Lotus,yoru,0%
505,Valorant Champions 2024,Playoffs,Grand Final,Sunset,omen,100%
506,Valorant Champions 2024,Playoffs,Grand Final,Sunset,sova,100%
507,Valorant Champions 2024,Playoffs,Grand Final,Sunset,cypher,100%
508,Valorant Champions 2024,Playoffs,Grand Final,Sunset,raze,50%
509,Valorant Champions 2024,Playoffs,Grand Final,Sunset,fade,0%
510,Valorant Champions 2024,Playoffs,Grand Final,Sunset,neon,50%
511,Valorant Champions 2024,Playoffs,Grand Final,Sunset,kayo,100%
512,Valorant Champions 2024,Playoffs,Grand Final,Sunset,breach,0%
513,Valorant Champions 2024,Playoffs,Grand Final,Sunset,viper,0%
514,Valorant Champions 2024,Playoffs,Grand Final,Sunset,gekko,0%
515,Valorant Champions 2024,Playoffs,Grand Final,Sunset,astra,0%
516,Valorant Champions 2024,Playoffs,Grand Final,Sunset,jett,0%
517,Valorant Champions 2024,Playoffs,Grand Final,Sunset,brimstone,0%
518,Valorant Champions 2024,Playoffs,Grand Final,Sunset,killjoy,0%
519,Valorant Champions 2024,Playoffs,Grand Final,Sunset,clove,0%
520,Valorant Champions 2024,Playoffs,Grand Final,Sunset,iso,0%
521,Valorant Champions 2024,Playoffs,Grand Final,Sunset,harbor,0%
522,Valorant Champions 2024,Playoffs,Grand Final,Sunset,deadlock,0%
523,Valorant Champions 2024,Playoffs,Grand Final,Sunset,phoenix,0%
524,Valorant Champions 2024,Playoffs,Grand Final,Sunset,reyna,0%
525,Valorant Champions 2024,Playoffs,Grand Final,Sunset,sage,0%
526,Valorant Champions 2024,Playoffs,Grand Final,Sunset,skye,0%
527,Valorant Champions 2024,Playoffs,Grand Final,Sunset,chamber,0%
528,Valorant Champions 2024,Playoffs,Grand Final,Sunset,yoru,0%
529,Valorant Champions 2024,Playoffs,Lower Round 1,All Maps,omen,63%
530,Valorant Champions 2024,Playoffs,Lower Round 1,All Maps,viper,63%
531,Valorant Champions 2024,Playoffs,Lower Round 1,All Maps,sova,50%
532,Valorant Champions 2024,Playoffs,Lower Round 1,All Maps,raze,50%
533,Valorant Champions 2024,Playoffs,Lower Round 1,All Maps,cypher,38%
534,Valorant Champions 2024,Playoffs,Lower Round 1,All Maps,fade,38%
535,Valorant Champions 2024,Playoffs,Lower Round 1,All Maps,astra,25%
536,Valorant Champions 2024,Playoffs,Lower Round 1,All Maps,jett,25%
537,Valorant Champions 2024,Playoffs,Lower Round 1,All Maps,killjoy,25%
538,Valorant Champions 2024,Playoffs,Lower Round 1,All Maps,kayo,25%
539,Valorant Champions 2024,Playoffs,Lower Round 1,All Maps,gekko,25%
540,Valorant Champions 2024,Playoffs,Lower Round 1,All Maps,yoru,25%
541,Valorant Champions 2024,Playoffs,Lower Round 1,All Maps,iso,13%
542,Valorant Champions 2024,Playoffs,Lower Round 1,All Maps,skye,13%
543,Valorant Champions 2024,Playoffs,Lower Round 1,All Maps,chamber,13%
544,Valorant Champions 2024,Playoffs,Lower Round 1,All Maps,brimstone,13%
545,Valorant Champions 2024,Playoffs,Lower Round 1,All Maps,harbor,0%
546,Valorant Champions 2024,Playoffs,Lower Round 1,All Maps,breach,0%
547,Valorant Champions 2024,Playoffs,Lower Round 1,All Maps,neon,0%
548,Valorant Champions 2024,Playoffs,Lower Round 1,All Maps,deadlock,0%
549,Valorant Champions 2024,Playoffs,Lower Round 1,All Maps,phoenix,0%
550,Valorant Champions 2024,Playoffs,Lower Round 1,All Maps,clove,0%
551,Valorant Champions 2024,Playoffs,Lower Round 1,All Maps,reyna,0%
552,Valorant Champions 2024,Playoffs,Lower Round 1,All Maps,sage,0%
553,Valorant Champions 2024,Playoffs,Lower Round 1,Abyss,omen,50%
554,Valorant Champions 2024,Playoffs,Lower Round 1,Abyss,viper,0%
555,Valorant Champions 2024,Playoffs,Lower Round 1,Abyss,sova,100%
556,Valorant Champions 2024,Playoffs,Lower Round 1,Abyss,raze,0%
557,Valorant Champions 2024,Playoffs,Lower Round 1,Abyss,cypher,100%
558,Valorant Champions 2024,Playoffs,Lower Round 1,Abyss,fade,0%
559,Valorant Champions 2024,Playoffs,Lower Round 1,Abyss,astra,50%
560,Valorant Champions 2024,Playoffs,Lower Round 1,Abyss,jett,100%
561,Valorant Champions 2024,Playoffs,Lower Round 1,Abyss,killjoy,0%
562,Valorant Champions 2024,Playoffs,Lower Round 1,Abyss,kayo,100%
563,Valorant Champions 2024,Playoffs,Lower Round 1,Abyss,gekko,0%
564,Valorant Champions 2024,Playoffs,Lower Round 1,Abyss,yoru,0%
565,Valorant Champions 2024,Playoffs,Lower Round 1,Abyss,iso,0%
566,Valorant Champions 2024,Playoffs,Lower Round 1,Abyss,skye,0%
567,Valorant Champions 2024,Playoffs,Lower Round 1,Abyss,chamber,0%
568,Valorant Champions 2024,Playoffs,Lower Round 1,Abyss,brimstone,0%
569,Valorant Champions 2024,Playoffs,Lower Round 1,Abyss,harbor,0%
570,Valorant Champions 2024,Playoffs,Lower Round 1,Abyss,breach,0%
571,Valorant Champions 2024,Playoffs,Lower Round 1,Abyss,neon,0%
572,Valorant Champions 2024,Playoffs,Lower Round 1,Abyss,deadlock,0%
573,Valorant Champions 2024,Playoffs,Lower Round 1,Abyss,phoenix,0%
574,Valorant Champions 2024,Playoffs,Lower Round 1,Abyss,clove,0%
575,Valorant Champions 2024,Playoffs,Lower Round 1,Abyss,reyna,0%
576,Valorant Champions 2024,Playoffs,Lower Round 1,Abyss,sage,0%
577,Valorant Champions 2024,Playoffs,Lower Round 1,Bind,omen,0%
578,Valorant Champions 2024,Playoffs,Lower Round 1,Bind,viper,100%
579,Valorant Champions 2024,Playoffs,Lower Round 1,Bind,sova,0%
580,Valorant Champions 2024,Playoffs,Lower Round 1,Bind,raze,100%
581,Valorant Champions 2024,Playoffs,Lower Round 1,Bind,cypher,0%
582,Valorant Champions 2024,Playoffs,Lower Round 1,Bind,fade,50%
583,Valorant Champions 2024,Playoffs,Lower Round 1,Bind,astra,50%
584,Valorant Champions 2024,Playoffs,Lower Round 1,Bind,jett,0%
585,Valorant Champions 2024,Playoffs,Lower Round 1,Bind,killjoy,0%
586,Valorant Champions 2024,Playoffs,Lower Round 1,Bind,kayo,0%
587,Valorant Champions 2024,Playoffs,Lower Round 1,Bind,gekko,100%
588,Valorant Champions 2024,Playoffs,Lower Round 1,Bind,yoru,0%
589,Valorant Champions 2024,Playoffs,Lower Round 1,Bind,iso,0%
590,Valorant Champions 2024,Playoffs,Lower Round 1,Bind,skye,50%
591,Valorant Champions 2024,Playoffs,Lower Round 1,Bind,chamber,0%
592,Valorant Champions 2024,Playoffs,Lower Round 1,Bind,brimstone,50%
593,Valorant Champions 2024,Playoffs,Lower Round 1,Bind,harbor,0%
594,Valorant Champions 2024,Playoffs,Lower Round 1,Bind,breach,0%
595,Valorant Champions 2024,Playoffs,Lower Round 1,Bind,neon,0%
596,Valorant Champions 2024,Playoffs,Lower Round 1,Bind,deadlock,0%
597,Valorant Champions 2024,Playoffs,Lower Round 1,Bind,phoenix,0%
598,Valorant Champions 2024,Playoffs,Lower Round 1,Bind,clove,0%
599,Valorant Champions 2024,Playoffs,Lower Round 1,Bind,reyna,0%
600,Valorant Champions 2024,Playoffs,Lower Round 1,Bind,sage,0%
601,Valorant Champions 2024,Playoffs,Lower Round 1,Haven,omen,100%
602,Valorant Champions 2024,Playoffs,Lower Round 1,Haven,viper,50%
603,Valorant Champions 2024,Playoffs,Lower Round 1,Haven,sova,100%
604,Valorant Champions 2024,Playoffs,Lower Round 1,Haven,raze,0%
605,Valorant Champions 2024,Playoffs,Lower Round 1,Haven,cypher,50%
606,Valorant Champions 2024,Playoffs,Lower Round 1,Haven,fade,0%
607,Valorant Champions 2024,Playoffs,Lower Round 1,Haven,astra,0%
608,Valorant Champions 2024,Playoffs,Lower Round 1,Haven,jett,0%
609,Valorant Champions 2024,Playoffs,Lower Round 1,Haven,killjoy,50%
610,Valorant Champions 2024,Playoffs,Lower Round 1,Haven,kayo,0%
611,Valorant Champions 2024,Playoffs,Lower Round 1,Haven,gekko,0%
612,Valorant Champions 2024,Playoffs,Lower Round 1,Haven,yoru,100%
613,Valorant Champions 2024,Playoffs,Lower Round 1,Haven,iso,50%
614,Valorant Champions 2024,Playoffs,Lower Round 1,Haven,skye,0%
615,Valorant Champions 2024,Playoffs,Lower Round 1,Haven,chamber,0%
616,Valorant Champions 2024,Playoffs,Lower Round 1,Haven,brimstone,0%
617,Valorant Champions 2024,Playoffs,Lower Round 1,Haven,harbor,0%
618,Valorant Champions 2024,Playoffs,Lower Round 1,Haven,breach,0%
619,Valorant Champions 2024,Playoffs,Lower Round 1,Haven,neon,0%
620,Valorant Champions 2024,Playoffs,Lower Round 1,Haven,deadlock,0%
621,Valorant Champions 2024,Playoffs,Lower Round 1,Haven,phoenix,0%
622,Valorant Champions 2024,Playoffs,Lower Round 1,Haven,clove,0%
623,Valorant Champions 2024,Playoffs,Lower Round 1,Haven,reyna,0%
624,Valorant Champions 2024,Playoffs,Lower Round 1,Haven,sage,0%
625,Valorant Champions 2024,Playoffs,Lower Round 1,Lotus,omen,100%
626,Valorant Champions 2024,Playoffs,Lower Round 1,Lotus,viper,100%
627,Valorant Champions 2024,Playoffs,Lower Round 1,Lotus,sova,0%
628,Valorant Champions 2024,Playoffs,Lower Round 1,Lotus,raze,100%
629,Valorant Champions 2024,Playoffs,Lower Round 1,Lotus,cypher,0%
630,Valorant Champions 2024,Playoffs,Lower Round 1,Lotus,fade,100%
631,Valorant Champions 2024,Playoffs,Lower Round 1,Lotus,astra,0%
632,Valorant Champions 2024,Playoffs,Lower Round 1,Lotus,jett,0%
633,Valorant Champions 2024,Playoffs,Lower Round 1,Lotus,killjoy,50%
634,Valorant Champions 2024,Playoffs,Lower Round 1,Lotus,kayo,0%
635,Valorant Champions 2024,Playoffs,Lower Round 1,Lotus,gekko,0%
636,Valorant Champions 2024,Playoffs,Lower Round 1,Lotus,yoru,0%
637,Valorant Champions 2024,Playoffs,Lower Round 1,Lotus,iso,0%
638,Valorant Champions 2024,Playoffs,Lower Round 1,Lotus,skye,0%
639,Valorant Champions 2024,Playoffs,Lower Round 1,Lotus,chamber,50%
640,Valorant Champions 2024,Playoffs,Lower Round 1,Lotus,brimstone,0%
641,Valorant Champions 2024,Playoffs,Lower Round 1,Lotus,harbor,0%
642,Valorant Champions 2024,Playoffs,Lower Round 1,Lotus,breach,0%
643,Valorant Champions 2024,Playoffs,Lower Round 1,Lotus,neon,0%
644,Valorant Champions 2024,Playoffs,Lower Round 1,Lotus,deadlock,0%
645,Valorant Champions 2024,Playoffs,Lower Round 1,Lotus,phoenix,0%
646,Valorant Champions 2024,Playoffs,Lower Round 1,Lotus,clove,0%
647,Valorant Champions 2024,Playoffs,Lower Round 1,Lotus,reyna,0%
648,Valorant Champions 2024,Playoffs,Lower Round 1,Lotus,sage,0%
649,Valorant Champions 2024,Playoffs,Lower Round 2,All Maps,sova,58%
650,Valorant Champions 2024,Playoffs,Lower Round 2,All Maps,raze,58%
651,Valorant Champions 2024,Playoffs,Lower Round 2,All Maps,viper,50%
652,Valorant Champions 2024,Playoffs,Lower Round 2,All Maps,cypher,50%
653,Valorant Champions 2024,Playoffs,Lower Round 2,All Maps,omen,50%
654,Valorant Champions 2024,Playoffs,Lower Round 2,All Maps,gekko,42%
655,Valorant Champions 2024,Playoffs,Lower Round 2,All Maps,kayo,33%
656,Valorant Champions 2024,Playoffs,Lower Round 2,All Maps,fade,33%
657,Valorant Champions 2024,Playoffs,Lower Round 2,All Maps,killjoy,33%
